size,1,2,3,4,5,6,7,8,9,10,11,12
131072,54871,220274,217116,280277,279092,367913,416073,457522,603188,603188,637926,778854
131072,57634,231722,230537,309489,326464,367123,408178,490682,577528,650559,663980,745695
131072,54081,214353,178825,307120,326858,389230,470549,472129,532132,566080,682534,731484
131072,54871,218695,205273,217906,331201,368703,435811,527000,528184,615425,685297,763459
131072,57240,222642,235670,274751,324489,426732,404231,478445,531342,596476,702667,795040
131072,56450,219090,203694,277908,377782,406599,437390,431863,523842,578713,645426,653717
131072,54082,200931,201326,211984,300015,379756,457522,464628,561344,558186,735431,694771
131072,59213,224616,224222,255012,286988,393177,408573,508841,588582,621346,632399,688850
131072,53687,200537,205668,256592,331200,361202,383308,453575,544764,590951,715299,701482
131072,54477,210800,209221,248301,290146,341069,410547,440548,535289,611478,624505,682534
262144,109742,276724,224222,320148,350938,419231,489103,523841,569634,655690,635163,800566
262144,124348,270803,238827,236064,351728,344622,427126,496209,528974,615820,647006,753984
262144,104216,270803,237248,243960,301989,412915,423574,461470,542000,596871,673454,752405
262144,107374,271592,281856,247907,391993,408179,404625,539632,548711,627268,756748,741352
262144,156718,273566,268040,306726,387650,436996,471734,523052,548316,568449,747274,760696
262144,106584,322911,296462,298831,349754,372255,466997,554632,575160,676218,670691,740168
262144,106585,294489,211590,264092,307515,340280,479629,486340,532526,618978,650559,714115
262144,109742,262513,227775,256986,329227,376598,407783,494235,564107,556212,684903,800961
262144,110137,271197,300410,311463,347386,377782,396730,481998,531737,640295,677402,772933
262144,108558,337122,219090,306726,318569,406599,440548,520683,535684,644637,733852,791486
262144,108953,278698,327648,277119,331990,385282,434626,481998,551869,562923,669902,760301
262144,108164,268040,221853,328438,320936,436206,473708,581082,626478,597661,743721,707798
262144,108558,270803,273567,269224,319753,401073,415678,520683,551475,595687,799381,789907
262144,109743,281856,236854,249486,329226,403046,517131,480419,567659,663191,705035,787144
262144,116453,276724,262908,313041,353307,397520,416074,530158,577134,677008,646216,673059
262144,121585,260934,222248,278698,331201,356860,476865,495419,545159,596477,638716,729905
262144,111716,268039,214748,234486,333174,370676,456339,509236,604766,629636,736221,795829
262144,107374,274751,244749,256987,358439,431074,454759,513183,528578,626873,695166,805697
262144,109347,274356,232511,263697,318568,373045,436206,474102,594898,623320,707009,782801
262144,121191,270014,236853,243565,323305,384098,427521,502524,597661,629242,716483,705825
262144,108163,284619,295278,305541,339885,419626,405415,521078,534500,647006,723193,730694
262144,106979,300804,250275,359228,316595,375019,443311,480024,547133,615425,689639,782802
262144,142902,278303,244354,249091,362781,349359,570818,529368,540817,704641,684507,778460
262144,112506,296462,247907,228564,420021,399493,487919,450417,593713,613846,720036,741353
262144,110137,277909,271592,306331,315411,405809,434627,527395,627662,635558,701482,722009
262144,122375,274356,305146,287778,333174,384888,487525,491077,540027,665954,757537,800566
262144,113690,267250,250276,306726,345017,352123,497393,525026,584634,618189,690429,795434
262144,120401,278698,242775,251065,375019,393178,417652,564502,568054,611477,741748,793461
262144,111321,275145,261328,314621,330411,378966,455549,491472,584634,550686,621742,672665
262144,105794,275935,249091,238827,330411,328832,453970,453970,519104,611083,684902,679770
524288,240802,372650,292514,309884,450417,396336,492656,581871,642269,705035,729510,753195
524288,232512,373045,373439,384098,352122,408178,532921,662006,625294,677796,725562,830567
524288,217116,380151,321331,290541,430284,430679,541605,540422,613057,597661,729115,828988
524288,213958,370676,346201,409362,365149,435416,468576,549895,626084,754380,789513,783986
524288,235670,392782,293304,367913,420021,433837,498972,529368,601214,713719,708588,813198
524288,214747,382914,331595,430679,414495,382519,504104,556606,658059,629241,767011,789118
524288,213958,365939,318568,330017,438969,466207,518710,559370,622531,657664,738589,789512
524288,225406,372255,323305,398704,368702,432653,522657,506867,639110,930440,772932,1080843
524288,215932,413704,427126,578318,632005,568449,635558,579502,645031,641874,716877,825041
524288,215537,442521,330806,328042,390808,458707,523842,531342,585029,633189,712535,781617
524288,212379,370282,340280,382519,400283,400678,570817,512394,663585,631216,718851,739378
524288,238038,378571,426731,386861,377782,450417,516341,556606,682139,648980,710562,784776
524288,213958,415679,300805,393967,397520,422390,505683,536079,660428,795434,749248,822278
524288,226985,416073,301594,374229,435811,506473,493050,501736,792276,691218,751222,809251
524288,215537,378572,302383,406204,358044,426337,442917,556607,573186,701087,861359,835305
524288,218300,379755,395546,378176,372255,387651,452786,598055,591740,590161,873201,835305
524288,234485,384098,378966,377387,435022,414889,516341,608714,650558,678981,697140,766616
524288,215931,382124,308305,364755,390019,459101,452391,582265,604372,665954,775696,847542
524288,213957,369492,314621,425942,366334,408178,504104,624899,707798,731089,774512,856227
524288,219484,367518,279487,406204,419626,467391,516341,583845,609109,697140,708983,923335
524288,245143,383309,311858,394362,368702,480418,518315,573581,594898,683323,758722,801750
524288,211589,366334,296856,369492,425942,465417,500156,593319,629242,671481,771749,843594
524288,230538,364755,309094,405809,413705,515947,485551,584635,603188,663191,759117,741748
524288,232906,433048,369887,319753,359228,430284,502130,566870,599240,625294,749642,983338
524288,232906,384098,330017,420811,393178,419231,444100,557396,600424,682534,750827,860174
524288,241591,375413,288172,324490,394362,373835,639506,490682,638716,748063,692797,943073
524288,217116,381729,327648,435811,398704,466602,500551,547133,559765,663190,742142,771354
524288,215142,367124,297646,403835,411731,469365,515157,549895,623320,646610,676612,840041
524288,253434,401862,329227,292514,382519,397520,615030,618188,574370,708983,731483,774907
524288,229353,363965,318173,327647,419626,443706,486734,594109,604767,625294,714509,813198
1048576,413705,554238,435417,500551,585424,519500,510420,585424,625689,726746,787145,880307
1048576,464629,581870,478839,410941,598845,547527,598845,647005,723193,752406,864122,838463
1048576,478050,622531,499762,617004,533316,536868,606346,711746,706219,765432,846358,847542
1048576,487919,611082,535684,491472,563712,547527,591345,668717,716482,770959,908334,895703
1048576,532132,649374,481998,505288,533316,596872,605951,651743,690823,744510,850306,877149
1048576,419626,625689,630426,573976,560948,568449,601214,637137,765038,757142,903993,950969
1048576,441338,624899,698719,723983,583450,518710,595687,654111,711351,688850,826225,893728
1048576,499761,639111,514368,514762,621347,544764,658848,706614,695561,831751,847148,929651
1048576,433837,611872,431863,602793,494630,578318,609899,613451,668717,761485,761880,803329
1048576,465813,611477,526605,523052,544369,598450,512394,762669,736616,748853,847937,834910
1048576,422389,573186,501736,403441,533316,493445,595293,614241,691613,693193,747668,783591
1048576,442917,578713,523842,382124,497788,523842,556606,650558,719246,798592,793855,801356
1048576,451207,590555,673060,563712,550290,579502,548711,608320,674244,754380,779249,855042
1048576,410152,582266,537264,578318,480418,574765,573187,618189,718062,744906,868858,811224
1048576,421995,581870,440943,592529,513578,563318,581476,645821,678586,873990,750038,843989
1048576,429889,721220,459101,591740,521078,538448,642269,770564,732667,712140,747669,848727
1048576,479629,597267,470155,633978,531342,538842,571212,625689,671086,703456,814777,818330
1048576,425943,637137,746089,603188,564502,630031,622531,680166,654901,772538,806487,914255
1048576,485945,586213,461470,382913,528973,534895,587792,653322,722799,701877,752406,821883
1048576,502130,624110,570423,483182,543184,530552,639111,619768,618583,705824,756353,916229
1048576,444891,575555,654901,495419,533316,651348,605951,600029,709378,649374,757932,958864
1048576,463444,697929,449232,440548,517525,553448,589766,661217,701482,742142,880702,857016
1048576,423969,598451,521868,608319,577923,543579,570818,654111,659244,815567,783196,744116
1048576,587792,576739,642664,397125,605556,550291,559370,692403,663190,820304,815172,830173
1048576,425943,607135,554238,413310,562133,581871,642268,637926,730694,733457,800566,1001891
1048576,447654,613451,458312,436205,655690,550290,628847,565686,757538,727141,786750,872412
1048576,431864,624900,576344,455549,502919,519894,730694,668718,766617,715693,823856,851884
1048576,496604,563712,583055,693982,529368,525815,755958,644242,713325,699508,863333,950968
1048576,435021,567265,443311,569239,509631,552659,617004,631215,663980,770959,830962,836884
1048576,443706,602003,434232,503709,512788,530553,656480,635163,642268,782802,823462,887807
2097152,977812,974258,857410,723983,812408,798197,760300,737405,845174,890965,1054394,1015314
2097152,826225,1299143,907150,977417,937546,881490,793066,860568,837278,973469,968732,1010182
2097152,909913,1081633,982943,770959,855832,908729,852673,913466,804514,1020446,1007418,960837
2097152,892939,1072158,738195,998339,897281,887412,848331,925308,1060710,1087553,999128,1046499
2097152,948994,1071369,924519,979785,917809,849121,984523,895702,940310,1098212,1069790,1039788
2097152,847937,1068211,772933,975838,851490,872806,1031893,821094,911887,952547,889386,918993
2097152,957679,1054789,847147,748853,879912,920572,924520,1029525,1018077,984523,1024393,1001891
2097152,967153,1162163,809251,1017682,937941,856622,929257,884254,915440,973469,1096238,999918
2097152,970706,1071764,1249799,795829,899649,867674,827804,846358,893728,939520,961627,1070974
2097152,935178,1068211,1157821,785960,825435,841226,978601,947021,982549,887018,950178,1084001
2097152,911887,1134135,1101765,1012550,858596,924519,926098,822277,973469,905177,998338,1044525
2097152,934388,1095054,805303,962021,957679,857806,886623,905572,1011760,1096239,952547,1031103
2097152,1063079,1052816,849515,980180,926098,860174,826620,828198,961626,1037025,933599,956494
2097152,832936,1038999,809250,684507,832146,777275,785171,810435,1023208,1081237,1033077,1069001
2097152,908334,1117161,1205981,715298,871622,877544,759511,848726,1031893,939915,975443,1047683
2097152,867280,1065052,853858,719247,938336,827014,951363,891360,888201,935178,1048868,940705
2097152,804118,1151899,909914,1078079,915045,862147,920177,941888,873990,935572,876753,1019656
2097152,936757,1039393,778854,1027551,840041,870043,810040,953337,904782,875964,1003076,1074527
2097152,858990,1107292,910703,1044920,860964,782802,978601,960837,993997,948205,952152,1020445
2097152,918203,1056368,815961,686087,891754,864912,813198,860174,1021235,915440,943862,1138478
2097152,935178,1111240,821093,1045710,993602,965574,942284,1052816,1126635,947810,973469,1108476
2097152,899255,938336,729115,895307,914255,879122,815566,865700,996365,926888,951363,983733
2097152,943073,1115581,818725,859780,922546,888991,872017,877148,1055184,1020051,1075711,990049
2097152,880307,1025972,896097,1019656,954916,849910,1055578,933994,982944,928862,1052025,969916
2097152,865700,1063079,1225324,993997,965574,860964,836094,983733,1000312,923335,1072553,931625
2097152,943468,1121898,724378,989655,898860,938730,887412,892939,888596,1025577,893333,1082422
2097152,900440,1152294,930441,1072553,865306,789512,821093,918993,915045,1010181,1132161,964390
2097152,864121,1066236,713720,723193,898465,988076,854648,968338,946231,874780,1060711,982154
2097152,980575,1062684,1200060,724378,1044920,855832,817146,884649,1014919,887807,984917,1010971
2097152,844779,961627,722799,977812,795039,834515,813198,752011,893728,927282,951363,1014130
4194304,1951676,1875487,1440071,1419149,1627975,1492968,1318092,1531655,1459809,1470072,1556920,1526128
4194304,1690347,1906673,2128526,1699031,1579815,1399411,1320855,1454677,1505996,1447967,1580604,1572710
4194304,1781930,1913779,1592842,1873119,1436518,1460994,1511127,1423492,1675346,1471257,1579421,1534418
4194304,1932332,1854171,1395858,1494942,1632712,1439676,1422307,1539156,1556129,1659161,1626791,1396254
4194304,1785483,2129710,1445203,1740086,1543497,1376515,1548629,1353225,1487837,1716795,1452309,1488626
4194304,1846670,1983651,1397438,1716401,1501653,1441255,1359936,1510338,1639029,1345330,1337040,1449151
4194304,1987599,1790220,1357172,1684030,1435729,1381647,1284932,1406911,1522575,1494153,1440071,1438887
4194304,1859697,1935885,1447572,1427834,1474415,1483494,1333093,1663503,1769692,1371384,1551392,1541129
4194304,1882593,1884567,1340593,1432571,1587316,1457441,1379673,1377305,1481126,1477178,1560472,1653635
4194304,1974177,2158528,1708900,1333092,1522575,1496521,1401385,1507969,1662319,1629160,2074839,1920489
4194304,1692320,2463675,1652845,1517049,1750744,1485863,1792983,1645345,1499680,1785089,1732586,1991151
4194304,1983651,2171555,1778378,1713243,1536392,1563235,1812327,1721927,1761798,1734559,1687189,2207872
4194304,1923253,2150238,1433755,1882593,1519417,1792983,1779562,1798510,1855355,1582973,1817853,1860092
4194304,1919700,1797326,2265507,1451914,1560077,1888910,2113525,1792589,1928780,1700215,1888119,2019179
4194304,1719559,1901147,1611001,1613369,1478757,1694295,1663898,1616922,1759824,1732585,1693900,1959176
4194304,1952465,1976151,1675346,1770482,1530470,1464151,2025890,1868777,1795352,1613369,1628765,1579815
4194304,1833249,1941017,1353225,1344146,1505600,1354804,1362699,1355989,1447572,1384411,1389147,1611395
4194304,1840749,1923648,1486653,1243877,1609422,1393096,1326381,1347304,1564814,1552577,1507575,1620870
4194304,1794957,2033390,1391911,1178348,1444808,1478363,1451520,1334277,1463362,1448756,1623633,1459809
4194304,1720743,1926411,1433360,1232034,1451124,1348488,1293617,1731006,1562051,1485074,1425860,1511917
4194304,1569551,1921280,1396253,1426650,1585342,1879830,1606264,1713242,1592842,1532445,1415201,1398622
4194304,1854565,1860092,1458230,1916937,1517444,1366251,1375726,1379673,1493363,1489021,1410070,1567973
4194304,1916542,1866013,1360725,1222955,1449940,1412044,1340198,1384015,1481916,1556524,1543498,1567183
4194304,1748376,1891278,1404148,1177558,1527707,1342961,1301512,1251773,1516654,1643370,1359936,1481915
4194304,1586526,2120237,1377305,1179137,1439282,1357567,1410464,1622449,1467704,1491784,1373357,1560867
4194304,1826932,2040891,1388753,1776799,1588895,1409675,1350461,1406912,1450335,1455072,1384410,1612974
4194304,1902331,1927990,1569552,1756271,1597185,1427044,1362304,1352830,1513891,1645739,1433361,1476784
4194304,1839959,1905095,1432966,1221376,1506391,1369410,1354410,1455861,1845881,1470073,1517839,1513496
4194304,1742455,1875882,1470073,1176374,1474020,1404149,1337829,1330329,1506390,1474415,1409675,1406912
4194304,1935885,1863645,1410859,1264010,1495732,1496522,1299933,1249009,1444414,1414017,1655213,1569551
8388608,3505436,3650312,2500782,2109973,2668553,2463674,2325510,2657500,2769216,3057783,2596313,2625525
8388608,3684656,3698867,2557232,2057470,2586838,2679606,2300246,2439989,2725792,2635788,2411567,2648816
8388608,3807031,3550044,4018620,2478280,2790533,2437226,2330642,2411962,2964226,2486176,2789743,2740004
8388608,3316743,3591888,2698554,3141077,2775927,2457754,2564337,2476702,2967778,2981989,2767243,2672895
8388608,3261477,3756106,2635788,3323059,2795270,2349984,2206688,2836325,2607761,2375644,2686317,2533941
8388608,3575704,3304506,2492097,3178183,2599076,2687501,3330559,3142261,2811850,2667369,2580127,2666975
8388608,3774660,3594257,2861589,3307269,2697371,2430515,2486571,2492492,2689870,2760926,2831983,2635788
8388608,3830321,3534254,2839877,2439200,2783033,2567890,2389461,2805139,2806718,2394198,2734083,2831588
8388608,3448592,3563071,2554864,3197526,2931856,2623551,2564733,2897512,2597102,2703686,2773558,2499597
8388608,3848480,3666892,2837509,3196737,2678422,2434068,2277350,2813824,2601839,2543810,2917250,2651184
8388608,3855585,3604521,4021778,3150551,2689475,2513019,2262743,2814219,2965410,2391040,2428541,2622366
8388608,3738343,3556755,2778296,2423015,2770400,2667763,2374459,2314851,2550127,2456963,2933434,2550915
8388608,3647549,3549255,3684656,2884090,2918828,2468412,2836720,2566311,3064494,2679606,3010412,2649210
8388608,3979144,3269372,2422225,2165633,2704870,2466044,2284850,2559600,2781058,2525256,2674080,2458148
8388608,3846901,3318322,2553679,3140287,2704081,2583680,2343668,2940540,2590391,2648421,3004491,2713555
8388608,3598994,3511752,2634209,2398935,2905802,2408014,2513414,2787375,2736451,2839483,2770400,2611708
8388608,3645180,3495568,2797244,2159712,2865932,2567496,2211425,2574602,2613682,2915670,2620393,2636973
8388608,3165157,3746238,2781849,2226821,2823297,2439594,2274586,2626708,2608550,2565916,2765268,2473938
8388608,3889929,3368851,2812244,2397750,2678028,2706450,2453411,2768821,3081074,2731714,2544994,2464069
8388608,3647155,3767950,2600261,2121421,2823693,2568680,2347616,2693028,2737635,2454990,2641709,2740399
8388608,3544913,3585178,2391434,2047206,2636972,2344852,2280508,2123000,2525652,2905012,2400514,2631446
8388608,3712289,3542544,2654341,3225160,2655526,2585654,2317615,2711187,2625920,2454595,2393408,2688686
8388608,3788082,3756501,2512624,3239370,2777111,2448279,2445910,2484991,2613288,2568680,2690265,2508677
8388608,4054938,3513332,2759347,3135550,2732898,2640526,2316430,2537888,2606576,2650394,2639736,2997385
8388608,3304506,3675576,2391434,3387404,2946066,2544994,3340428,2841851,2586049,2507098,2477096,2576180
8388608,3436748,3583204,2552890,3307663,2877379,2605787,2396171,2918434,2913696,2841062,2976857,2599470
8388608,3637285,3526753,2482228,3190816,2751452,2610523,2504335,2770401,2615261,2755400,2388276,2532362
8388608,3695709,3918747,2306956,2928697,2743162,2449463,2182213,2228795,2565917,2653947,2480254,2654342
8388608,3836637,3574914,2489334,2151027,2683159,2380775,2213399,2645262,2580522,2586049,2836719,2683554
8388608,3734000,3716236,2531967,2346037,2750662,2547758,2414330,2681580,2848562,2477096,2653552,2778296
16777216,6526112,6414002,5067882,5813577,5014196,5156308,5324869,6147146,5648569,5682124,5091568,5393557
16777216,8062898,8498315,5414084,4634440,5309868,4468248,5363950,4696022,5817919,5228548,5635937,4944324
16777216,7697354,7966578,4975114,6372157,5537248,4881162,4052963,4631677,4662073,4772999,4786421,4827475
16777216,7430499,7429315,5192231,4226262,4971167,4896163,4235736,4647861,5423557,5038276,5140517,4796290
16777216,7666563,7029426,4873267,4553909,5014985,4733918,4045068,4749314,4735893,4396007,4574437,4624571
16777216,7078376,7227989,4730760,4293765,5258944,4490749,3938090,4480880,4815238,4959325,5033144,4833397
16777216,7446289,6821785,4786026,6430581,5372239,4879584,4177312,4429956,4801817,4364031,5083278,4709444
16777216,7429710,6989951,4784842,5134596,5160650,4494696,4517197,4441799,4773000,4549567,4618255,4689706
16777216,7653142,7177855,5076962,6434134,5149596,4420482,4279159,4149679,4673126,5029985,4962877,4821950
16777216,7727751,6927974,5291709,4543646,5379740,4555884,4542462,4484827,4739840,4444167,4549567,4883137
16777216,7534714,7094561,4783658,5995560,5426321,4494301,4122441,3832689,5054855,4792342,4992878,4705101
16777216,7252070,6769283,4977088,6341366,5455138,4484433,4507723,4643124,4767868,4921822,5128280,4732340
16777216,7509056,7444711,4523513,6019245,5462244,4682600,4583516,4740630,5098279,4396796,4478116,4723260
16777216,7678801,7009689,4884716,6093854,5563302,4870504,4429956,4395612,5500535,4446536,4592991,4564173
16777216,7542610,6775598,4670363,4217182,4984983,4383375,4309555,4816028,4680231,4880768,4580753,4923007
16777216,7400892,6785072,4755235,5931214,5089593,4696416,4435877,4891821,5410926,4855504,4495091,4738656
16777216,7031795,6913763,4433903,6011745,5144465,4616281,4512065,3806241,4670757,4368768,5039855,4640756
16777216,7323126,6338998,4772210,4540488,5383688,4803791,4390875,4405087,5210784,4409034,5072619,4761946
16777216,7861179,6296364,4727208,4600491,5122359,4423245,4316661,4707470,4643124,4289422,5026038,4762735
16777216,7632614,6772441,4808132,6286890,4592201,4360873,4399559,4782868,4709049,4333240,4680626,4885899
16777216,7600245,6800073,5010643,4195471,4993668,4532988,4227841,4485222,5068672,4977483,5298420,4986958
16777216,6903894,6755861,4769841,5937530,5290525,4384954,4218761,4332056,4840502,4658520,4632466,4731944
16777216,9614292,11193712,7838283,5997139,5603961,6033062,5634753,6081222,5532905,5345791,5542379,5286578
16777216,8251198,6986398,5457902,5540405,6007008,5276314,5986085,5686071,5696335,5369477,4735103,5102620
16777216,7329441,6801258,7890785,4417324,4969588,4410613,3985461,5715283,5341054,4697206,5142886,4531803
16777216,6952055,6669409,6837970,5204074,5058803,4497854,4249553,4954982,4562200,5304736,4235736,4615886
16777216,7343258,7089824,7316415,6100565,5080910,4513250,3994540,5018143,4646282,4630492,4809317,4610754
16777216,7291150,6144777,6096222,5990034,5069856,4622202,4363242,4819186,4669573,5318158,4939981,4566936
16777216,8491605,7214567,7834730,5968322,5019327,4506933,4002435,5243943,4958535,4361268,4911559,4682995
16777216,7748672,6841523,5319737,6062669,5246312,4504170,4080992,4708654,5115253,5338686,4807343,4388901
33554432,17552842,13735153,13214469,11749134,9688900,8425680,9372306,10162608,9853514,9390464,9322961,8988208
33554432,13132755,11997435,8621084,10928040,9281906,8382257,7369707,7454974,8805041,8066057,9127162,8497131
33554432,15734200,13235786,9129135,7792096,9457573,8371993,7438789,7646036,8656218,8281594,7514187,8621874
33554432,13731995,12108363,8965312,7619192,9480074,8264224,7340890,7387471,8735169,8081452,7353522,7276939
33554432,14365974,12156128,9484021,11640181,9590606,8287120,7444710,8655429,8725300,8109480,7494450,8661350
33554432,14868104,12885638,9199402,10432226,9527840,8281594,7516556,7067323,8747406,8106322,7808281,8638059
33554432,14053722,13176573,8959391,7101273,9425203,8341597,7570243,6950081,9116108,10218663,9419282,8612005
33554432,17878516,15908682,11588074,10609472,10455517,11805189,9929702,9330856,9620608,10173266,9560210,8973207
33554432,16945707,13681467,13285526,9880357,9909175,8760828,11458199,9977467,9032421,9714559,8242119,9064790
33554432,14486769,18787246,9723244,11653998,9856672,8459629,7830782,9723244,8994524,9324145,8872149,8581608
33554432,15721567,13305264,12088230,11840717,9633635,8875307,9990100,9731929,9636793,8655034,8904914,8612795
33554432,14658093,12627072,10406568,9985363,9731534,9074660,7927497,10708951,8931757,8113032,8229091,8660165
33554432,18548813,20022043,10590129,9904832,9486785,8657402,9506523,9892200,8990181,9000051,9272432,8649112
33554432,15173645,12426930,10884617,9597711,9636792,8422127,7758147,10157476,9115714,8659771,9320593,8720563
33554432,17608108,12169154,9419281,12150602,10026417,9592974,9229798,9279144,9279933,9619818,8587924,8313175
33554432,14116488,12326268,14257021,7271807,9531787,8138297,7624325,8734380,9151637,8124875,9083739,8629769
33554432,16313307,14998768,12974853,12048359,9759957,8344360,8012765,9306776,9279933,9202166,9363622,8831489
33554432,15251018,13620279,9838908,11708869,8777803,8338044,8474630,9786406,9190323,9937597,8149350,8927415
33554432,17910097,15570376,13303290,11288848,9973520,9960887,9090844,9810486,9577974,9252694,9872462,10498151
33554432,13439481,12248895,15392341,10101026,10073393,8814121,8865438,9145321,9533366,9420072,9077028,8925047
33554432,15554191,12726156,14716517,8495552,9666794,8625427,9470600,9146900,8939652,8226723,9320988,9080581
33554432,14992453,12899849,10090762,11895983,10195768,9782063,8877281,9962861,9343883,8622269,8232249,10128659
33554432,14574011,13364477,14640724,11693078,9699164,8580424,10358802,9163084,9610738,8383046,9757193,10426306
33554432,15573929,13193942,8769118,9065580,9471784,8573714,8295806,7691828,8940837,8601346,8589504,8659770
33554432,15279045,12927481,9092818,11740054,9708244,8585162,8522000,10584602,9532972,9899700,9662451,8807409
33554432,15569587,13378689,9285064,11717949,9851145,8649112,8289095,9694427,9234536,8673192,9157559,8572135
33554432,14937976,15039034,10804482,10059182,9673505,8588320,8165536,9850751,9025315,10026812,8495552,9016236
33554432,14718492,12837872,11109234,11701763,9620213,9440204,8171456,9631660,8902545,10622104,9620212,8923073
33554432,14776126,13861081,9354936,10364723,9622582,8517263,9264142,9819959,8888335,8568187,9172954,8735563
33554432,18514074,19647024,14271233,11383985,10968306,9929701,12005330,10697109,9858645,11807558,9716533,8983076
67108864,31255626,26116292,29371058,22356633,19413724,16796489,16462525,18491178,18257482,17923913,15483529,16335809
67108864,31246151,26092607,19611891,17661400,18062867,16826096,16888862,17092556,20428248,17435205,18378672,15913814
67108864,28393642,24781621,16469630,22475849,18739085,16097770,14423609,13812131,17023474,19142921,17611661,16794910
67108864,28291795,25616925,17426125,13862660,18533812,16081586,14519139,13997666,17147822,16068953,18028129,13944769
67108864,27987043,24855440,17760089,15599193,18515653,16008949,14343473,13906477,17070844,15688013,14460716,16748329
67108864,29232894,23532216,17110715,14018588,15637485,15945000,14334788,13427244,17411914,15575508,17070450,16817016
67108864,28264951,25398625,16501606,21605805,18555128,16063032,14404265,13878055,17003736,15534847,14396370,16650429
67108864,27389776,24508844,16465289,13859107,18634080,15969869,14487953,13696862,17010841,15563664,14454399,16642139
67108864,26591974,23409053,17106373,14019772,16123429,16056321,14434662,13729232,17155718,15565638,17858384,16651613
67108864,27822824,24339494,16553714,21389084,18708294,13818447,14410186,13605674,17158480,15540769,14655725,16761750
67108864,26705268,24407392,16753461,20935115,18522758,16124219,14479664,13863449,17055449,15576692,14429135,16757802
67108864,28206922,24104219,17336121,15334706,18484072,16055531,14425582,13771470,17027421,15446422,14774547,16635428
67108864,31168384,30391109,19922960,20455091,19802559,16698984,15637090,18382620,17333357,17248880,16573846,17134400
67108864,29622123,26931464,19391618,20578650,19565310,17532709,16579768,18387357,19045811,16983998,18422095,17219273
67108864,32188040,27895065,27572548,23392868,19568862,17380729,15581429,18006812,17800354,19945855,16164878,16661482
67108864,39230099,28619048,29603175,23407080,20110863,17303751,15074956,19142921,17684296,16898731,18016681,16725432
67108864,38128333,34280249,26286037,21824896,20858532,19658473,24037505,19630839,21494089,18132740,16878204,17627845
67108864,35955200,30225312,21928716,23193121,19149237,18074315,22720992,17110715,18301300,17766010,18892645,17834699
67108864,30171624,24628850,25648111,21205522,18921067,16703721,16064216,21066174,19169369,17834698,18242086,17206246
67108864,32969657,32366470,27131606,21689494,17932598,17606924,22198729,19892563,18866196,17265854,17396518,17487707
67108864,38814815,37114599,24482396,20310610,18901725,16338572,15127853,17336910,17541789,19846772,17246511,17967732
67108864,31597879,25858121,25922467,22953109,18910014,18357750,15442870,19935591,19080549,17550473,18179320,16361073
67108864,34082476,35823746,26970545,21650808,17774300,16719117,14728361,19364379,17517709,19792689,17295067,16545029
67108864,28315085,33772987,22417819,23131145,19099103,23937632,15744463,18002864,17938519,17138348,17350727,16311728
67108864,28596941,32533846,23910788,22976006,19149631,16370152,15366682,17799170,16668588,16482263,17305724,16595953
67108864,27928224,26056289,18610395,16198433,18747374,16200406,15258518,17754562,17291908,16286463,14873631,16809516
67108864,27899406,24032768,29464221,22613618,18632106,16319623,14356105,13462771,17005710,15857363,18092474,16686747
67108864,27781375,24303965,19348984,20217448,18685398,17271380,19021335,17799960,17719035,18951858,15583402,16879783
67108864,27544126,25877464,28007964,18880013,18260640,16022766,14403870,14120435,17250459,15680118,18041946,16609374
67108864,26994230,23330102,17216114,14037537,18624606,16006581,14561378,13773050,17149007,15587745,14396764,16716749
